name: 159db444-98ee-43ef-9b7f-4bad677ea8c2 num_items: 20002
token, class_id, token_value, token_tf, token_df
1953_год, @default_class, 0.0001078969071386382, 254.0, 211.0
ссср, @default_class, 0.0008691223338246346, 2046.0, 1096.0
бог, @default_class, 0.00021282027591951191, 501.0, 226.0
первое, @default_class, 0.0007268173503689468, 1711.0, 1277.0
камень, @default_class, 0.00014910163008607924, 351.0, 240.0
известный, @default_class, 0.0011906890431419015, 2803.0, 1999.0
немецкий, @default_class, 0.0006839134730398655, 1610.0, 893.0
губерния, @default_class, 0.0001847840758273378, 435.0, 310.0
2006_год, @default_class, 0.00046132298302836716, 1086.0, 834.0
армия, @default_class, 0.0009536557481624186, 2245.0, 888.0
указывать, @default_class, 0.00013210999895818532, 311.0, 247.0
больший, @default_class, 0.00032241633743979037, 759.0, 613.0
сантиметр, @default_class, 0.00032369070686399937, 762.0, 529.0
сборная_страна, @default_class, 0.00022853753762319684, 538.0, 537.0
8, @default_class, 0.0006244427058845758, 1470.0, 1145.0
олимпийский, @default_class, 0.00018011136853601784, 424.0, 298.0
девять, @default_class, 0.00011299439938738942, 266.0, 234.0
середина, @default_class, 0.00021154590649530292, 498.0, 413.0
сказать, @default_class, 0.0002705918450374156, 637.0, 419.0
состояться, @default_class, 0.0004689692286774516, 1104.0, 789.0
2000, @default_class, 0.0001482520456193015, 349.0, 307.0
украина_основать, @default_class, 0.00029607932083308697, 697.0, 697.0
области.############код_коатуа, @default_class, 0.00021197069145273417, 499.0, 499.0
занимать_площадь, @default_class, 0.0004150207678321749, 977.0, 977.0
пост, @default_class, 0.0002022005064645782, 476.0, 346.0
относиться, @default_class, 0.0005059260292910039, 1191.0, 977.0
участок, @default_class, 0.00040270184399560094, 948.0, 554.0
круг, @default_class, 0.00019625342974904925, 462.0, 304.0
19, @default_class, 0.00020007655257359147, 471.0, 415.0
произвести, @default_class, 0.00019795259868260473, 466.0, 342.0
песнь, @default_class, 0.00026719350717030466, 629.0, 316.0
широкий, @default_class, 0.00019752779917325824, 465.0, 400.0
комиссия, @default_class, 0.00019880216859746724, 468.0, 299.0
позволять, @default_class, 0.00034577984479255974, 814.0, 568.0
26, @default_class, 0.0001278620766242966, 301.0, 274.0
станция, @default_class, 0.000582813227083534, 1372.0, 585.0
полоса, @default_class, 0.00013338436838239431, 314.0, 220.0
расположение, @default_class, 0.00011384398385416716, 268.0, 219.0
малый, @default_class, 0.00017204033792950213, 405.0, 325.0
совет, @default_class, 0.0005250416579656303, 1236.0, 765.0
преподаватель, @default_class, 0.0001159679377451539, 273.0, 220.0
возвращение, @default_class, 0.00021366986038628966, 503.0, 395.0
бой, @default_class, 0.0006163716898299754, 1451.0, 583.0
ребёнок, @default_class, 0.0007144983974285424, 1682.0, 911.0
устройство, @default_class, 0.00024595396826043725, 579.0, 320.0
2012_год, @default_class, 0.00025275061489082873, 595.0, 437.0
санкт-петербург, @default_class, 0.0002251392143080011, 530.0, 356.0
вернуть, @default_class, 0.0001023746226564981, 241.0, 207.0
операция, @default_class, 0.0004247909819241613, 1000.0, 419.0
анализ, @default_class, 0.00013508352276403457, 318.0, 213.0
добиться, @default_class, 0.0001078969071386382, 254.0, 216.0
обычно, @default_class, 0.0004141711979173124, 975.0, 682.0
великобритания, @default_class, 0.0002761141222435981, 650.0, 424.0
уровень, @default_class, 0.0004902087966911495, 1154.0, 708.0
флот, @default_class, 0.0003117965825367719, 734.0, 308.0
тяжёлый, @default_class, 0.00020050133753102273, 472.0, 366.0
суметь, @default_class, 0.00011256960715400055, 265.0, 210.0
материал, @default_class, 0.0004137463984079659, 974.0, 602.0
особенно, @default_class, 0.00030245116795413196, 712.0, 575.0
1950_год, @default_class, 0.00014527850726153702, 342.0, 306.0
андрей, @default_class, 0.00021282027591951191, 501.0, 310.0
двор, @default_class, 0.000396754767280072, 934.0, 445.0
исследование, @default_class, 0.0004744915058836341, 1117.0, 648.0
студия, @default_class, 0.00019200552196707577, 452.0, 276.0
образовать, @default_class, 0.0005122979055158794, 1206.0, 960.0
1928_год, @default_class, 0.00012361416884232312, 291.0, 264.0
общество, @default_class, 0.0005993800587020814, 1411.0, 724.0
причина, @default_class, 0.0003725416900124401, 877.0, 666.0
отметить, @default_class, 0.0002710166445467621, 638.0, 494.0
2007_год, @default_class, 0.000577715749386698, 1360.0, 1067.0
убитый, @default_class, 0.00021919213759247214, 516.0, 324.0
2007, @default_class, 0.00014103059947956353, 332.0, 261.0
посетить, @default_class, 0.0001363579067401588, 321.0, 250.0
ниже, @default_class, 0.00010025066876551136, 236.0, 212.0
провинция, @default_class, 0.0003937812289223075, 927.0, 528.0
основание, @default_class, 0.00032199156703427434, 758.0, 578.0
древний, @default_class, 0.00014655289123766124, 345.0, 268.0
функция, @default_class, 0.00022301526041701436, 525.0, 321.0
ширина, @default_class, 0.0001278620766242966, 301.0, 241.0
вскоре, @default_class, 0.00046557089081034064, 1096.0, 842.0
июль, @default_class, 0.0005258911987766623, 1238.0, 869.0
российский_империя, @default_class, 0.00014103059947956353, 332.0, 276.0
внимание, @default_class, 0.00014400413783732802, 339.0, 277.0
знаменитый, @default_class, 0.00019370467634871602, 456.0, 395.0
коммуна_последний, @default_class, 0.0001346587378066033, 317.0, 317.0
директор, @default_class, 0.0002344846143387258, 552.0, 413.0
восточный, @default_class, 0.0003381335991434753, 796.0, 575.0
леса, @default_class, 0.000195828644791618, 461.0, 305.0
испанский, @default_class, 0.00015547349175903946, 366.0, 241.0
звезда, @default_class, 0.00023108629102353007, 544.0, 312.0
формирование, @default_class, 0.00017968658357858658, 423.0, 302.0
юг, @default_class, 0.00033898319816216826, 798.0, 627.0
встретить, @default_class, 0.0001282868761336431, 302.0, 263.0
главное_образ, @default_class, 9.940108429873362e-05, 234.0, 211.0
карьер, @default_class, 0.00012191500718472525, 287.0, 253.0
вызвать, @default_class, 0.00023915732163004577, 563.0, 465.0
старый, @default_class, 0.00025827292120084167, 608.0, 491.0
история, @default_class, 0.0009791431948542595, 2305.0, 1389.0
китай, @default_class, 0.00030245116795413196, 712.0, 353.0
вызывать, @default_class, 0.00014188018394634128, 334.0, 254.0
1974_год, @default_class, 0.00013848186063114554, 326.0, 256.0
описание, @default_class, 0.00014145539898891002, 333.0, 257.0
прямая, @default_class, 0.00015929661458358169, 375.0, 301.0
целое, @default_class, 0.00022598879877477884, 532.0, 435.0
выиграть, @default_class, 0.00034238153602927923, 806.0, 458.0
сражение, @default_class, 0.00022428962984122336, 528.0, 303.0
представление, @default_class, 0.00015844703011680394, 373.0, 265.0
женский, @default_class, 0.00021664339874405414, 510.0, 373.0
родитель, @default_class, 0.00015547349175903946, 366.0, 280.0
появление, @default_class, 0.00016821722965687513, 396.0, 314.0
1997_год, @default_class, 0.00022768796770833433, 536.0, 443.0
основное, @default_class, 0.0004315876285545528, 1016.0, 818.0
менее, @default_class, 0.0005581753212027252, 1314.0, 926.0
спорт, @default_class, 0.00015249995340127498, 359.0, 266.0
2001_год, @default_class, 0.0006711697205901146, 1580.0, 1452.0
